0,"AmazonBasics Netbook Bag with Handle, Fits 7- to 10-Inch Netbooks, iPad, HP Touchpad (Black) | Apple Ipad http://t.co/CbJL5N4F9S"
0,"Judging from the levels of noise and humour on twitter,  Apple are announcing something called ""Pope"""
0,"My lil bro made apple crumble, was soooo good"
1,Apple CEO Tim Cook must testify in e-books antitrust lawsuit http://t.co/v9L55jUdws #law
0,"RT @Jowanker: Calling all time low emo is like calling an apple, an orange."
0,Sacrebleu Apple fined for making French retail employees work late http://t.co/9fDJqz4Sox #France #News
0,a snack to my friends is an apple but a snack to me is 2 whole pizzas a bag of chips 3 popsicles some lasagna 12 cookies a lobster &amp; a cake
1,Apple CEO will testify in e-books case judge says http://t.co/jhIlLJlkRI
0,RT @frankieboyle: Apple have a hundred scientists just working on how to shorten the battery life of the next iPhone
0,"@HollandsPies Apple, with the custard already inside #yum"
0,@DLoesch The Apple hipster is strong in that one.
0,Play Memory Magic and you could #win a Apple iPad Mini Tablet @bidacuda #st http://t.co/mABNx5M141
0,RT @MediaPost: Samsung Buries Apple In Advertising http://t.co/q2pkukAAVa
0,* hell NAWE ' i put apple bottom jeans on &amp;' told my bestfriend she remember wearing that &amp;'d she bust out singing it [ KMSL ] ONLY her !
0,@brtishlegends o so need itunes on ur comp if u dnt just download it by google searching it nd make a apple id which u can just do on uripod
0,Apple CEO Tim Cook must testify in e-books antitrust lawsuit http://t.co/3ZmsoTq9Nv #law
0,One bad apple spoils the bunch. - German Proverb
0,Flan with Nutella in the oven for Ellie's Birthday tomorrow. Apple crumble next.
0,@MaestroMasadeJr ah ah..really???!!! You and this apple..smh
1,#كلمة_نفسك_تسمعها  Apple offers you working for their corporation due to your brilliant works
0,Bruh I'm watching this movie and this dude got balls for his Adams apple 😂😂😭😭😭😭 http://t.co/xIuT9jskQ4
0,RT @Hadzilla: What if god was one of us just a guy eating apple jacks with tostitos scoops because he doesn't have any clean spoons like ...
0,@patrickhmason Apple is doomed because Jony Ive isn’t Pope!
1,"RT @LeMeteore: Do you want to Watch an Apple Engineer Recreate a 2,000-Year-Old #Computer Using #Legos ? http://t.co/WlXLULujAj"
0,RT @modmyi: Apple Surges into Second in India's Smartphone Showdown http://t.co/UqvIkwqKRb http://t.co/xaJjOlYJOK
0,"you're the apple to my pie, you're the straw to my berry. you're the smoke to my high, and you're the one I wanna marry &lt;3"
0,IDC: Android Tablets Will Pass Apple’s iPad in 2013: 2013 will be the year that shipments of Android tablets s... http://t.co/k2nm2J1W7B
0,"""@e_delaney12: Why did they change the green skittle to green apple?!"" Why are you mad about it?"
0,Free available  Awesome tvQuran App for iphone in Apple store.
0,Offer - New Arrival Apple iPhone 5 16GB  &amp; Blackberry Z10 / Samsung GT-I9300 Galaxy S III 16GB:     COMPANY... http://t.co/NEQLcC7jVj
0,IDC: Android Tablets Will Pass Apple’s iPad in 2013: 2013 will be the year that shipments of Android tablets s... http://t.co/pDtIlMKGZa
0,"CEO Spotify Says He Doesn't Worry What Apple, Google Do In Music http://t.co/pvJjwe2pVf"
0,IDC: Android Tablets Will Pass Apple’s iPad in 2013: 2013 will be the year that shipments of Android tablets s... http://t.co/Z1Wf4NR2ox
0,"Apple REITs &amp; David Lerner • And Now, TODAY'S Train Wreck! http://t.co/EgrhRlRHGM"
0,"calling people fruit and berry names were very popular.. i knew apple, cucumber, tomato, pepper and others.lool so lame"
0,"RT @Realnegawassup: God bless the ""apple"" game!"
0,"RT @mmmmmrob: Judging from the levels of noise and humour on twitter,  Apple are announcing something called ""Pope"""
0,Ingredients tomorrow son. I have apple's flour and cinnamon.. you bring rest. Peace.
0,I would love it if they reincarnated Steve Jobs to save the Catholic Church. He did it with Apple.
